fdr_Id,week,duration_seconds,Fault_Occurred,tempmax,tempmin,temp,dew,humidity,precip,windgust,windspeed,sealevelpressure,cloudcover,solarradiation,non_fault_days
99,2022-12-26,0.0,0,28.0,11.0,19.0,8.6,57.3,0.0,25.9,20.5,1019.0,0.0,185.0,1
99,2023-01-02,5714.0,1,25.599999999999998,12.0,18.214285714285715,0.0,32.285714285714285,0.0,36.34285714285714,25.357142857142858,1020.7285714285715,3.2857142857142856,191.71428571428572,6
99,2023-01-09,0.0,0,24.342857142857145,11.6,17.82857142857143,1.2571428571428573,40.042857142857144,0.014285714285714287,31.385714285714283,25.17142857142857,1017.1714285714286,10.957142857142856,192.47142857142856,7
99,2023-01-16,0.0,0,24.457142857142856,9.571428571428571,16.642857142857142,1.4714285714285715,40.128571428571426,0.0,29.428571428571427,20.52857142857143,1017.1999999999999,22.957142857142856,201.18571428571428,7
99,2023-01-23,3027.0,1,23.285714285714285,8.428571428571429,15.885714285714286,-3.4,29.657142857142855,0.0,33.6,23.75714285714286,1017.0,8.928571428571429,209.68571428571428,5
99,2023-01-30,1271.0,1,27.2,11.342857142857143,19.2,5.5,46.67142857142857,0.0,32.44285714285714,22.942857142857143,1016.657142857143,5.1571428571428575,217.37142857142857,6
99,2023-02-06,0.0,0,29.62857142857143,16.942857142857143,22.900000000000002,11.957142857142857,57.58571428571429,0.0,34.471428571428575,23.557142857142857,1014.1999999999999,19.314285714285713,224.92857142857142,7
99,2023-02-13,3392.0,1,31.514285714285712,13.428571428571429,21.914285714285715,11.342857142857143,57.228571428571435,0.0,27.057142857142857,18.4,1015.3000000000001,16.214285714285715,238.1142857142857,6
99,2023-02-20,1187.0,1,30.714285714285715,18.714285714285715,23.957142857142856,17.142857142857142,69.2,0.0,34.2,22.214285714285715,1013.9,43.800000000000004,239.5,6
99,2023-02-27,2483.0,1,33.48571428571429,19.657142857142855,25.842857142857145,12.814285714285715,50.5,0.0,34.714285714285715,24.37142857142857,1017.5142857142857,21.02857142857143,252.08571428571426,6
99,2023-03-06,2411.0,1,35.05714285714286,19.142857142857142,27.17142857142857,9.085714285714285,36.800000000000004,0.0,34.1,24.357142857142858,1014.6428571428571,23.7,254.08571428571426,6
99,2023-03-13,5651.0,1,32.05714285714286,20.857142857142858,26.185714285714287,16.728571428571428,59.94285714285714,0.042857142857142864,33.542857142857144,23.542857142857144,1010.2142857142857,42.4,257.57142857142856,4
99,2023-03-20,244.0,1,30.02857142857143,20.857142857142858,25.042857142857144,15.157142857142857,57.58571428571429,2.2142857142857144,37.44285714285714,24.87142857142857,1009.3142857142857,33.128571428571426,254.78571428571428,6
99,2023-03-27,3514.0,1,31.314285714285713,22.142857142857142,26.414285714285715,17.271428571428572,60.44285714285714,0.04285714285714286,44.128571428571426,31.014285714285712,1009.4428571428572,29.62857142857143,281.0142857142857,6
99,2023-04-03,179.0,1,33.6,22.142857142857142,27.357142857142858,15.971428571428573,53.98571428571428,0.08571428571428572,40.1,26.414285714285715,1011.1714285714286,14.242857142857144,296.07142857142856,6
